ax,ay,az,gx,gy,gz
1.4233,0.0278,-0.1052,12.0916,-37.4885,2.3893
1.446,0.0256,-0.1172,12.7481,-38.6794,1.8931
1.4666,0.0193,-0.1392,13.084,-39.855,0.9466
1.4902,0.0208,-0.1492,13.6718,-41.0305,-0.0534
1.5288,0.0107,-0.157,14.3893,-42.0763,-1.0611
1.5603,0.0083,-0.1658,14.7786,-43.2061,-2.2061
1.5935,-0.0029,-0.1838,14.8855,-44.4351,-3.7634
1.6267,-0.0042,-0.1941,14.9389,-45.626,-5.4351
1.6663,-0.0115,-0.1978,14.7786,-46.6641,-7.0
1.7097,-0.0186,-0.2019,14.855,-47.7252,-9.1832
1.752,-0.0181,-0.2036,14.3664,-48.8779,-11.7481
1.7944,-0.0137,-0.2131,14.1069,-49.6565,-14.2443
1.8293,-0.0259,-0.2227,13.7023,-49.9084,-17.145
1.8792,-0.0537,-0.2302,13.2366,-50.9084,-20.6031
1.896,-0.0652,-0.2371,12.6031,-52.229,-24.1298
1.9397,-0.0869,-0.25,11.9084,-53.4885,-27.4962
1.9814,-0.0996,-0.248,11.2061,-54.3359,-31.7863
1.9999,-0.1042,-0.2493,10.7099,-55.3206,-36.4275
1.9999,-0.1035,-0.2556,10.0229,-56.2748,-41.1603
1.9999,-0.1062,-0.2505,9.0,-57.4733,-46.4351
1.9999,-0.1001,-0.238,8.229,-58.3893,-52.1603
1.9999,-0.1067,-0.2285,7.0992,-59.2137,-57.9924
1.9999,-0.1064,-0.2327,5.8931,-60.4198,-64.458
1.9999,-0.1279,-0.2354,4.7557,-61.1603,-70.9695
1.9999,-0.1418,-0.2207,3.6641,-62.1603,-77.771
1.9999,-0.1538,-0.2048,2.2824,-63.0153,-85.1679
1.9999,-0.1606,-0.1997,0.8626,-64.5496,-92.0611
1.9999,-0.1755,-0.1843,-0.458,-65.3817,-99.7099
1.9999,-0.1921,-0.1709,-1.8244,-65.9618,-109.0305
1.9999,-0.2019,-0.1548,-3.0992,-66.2137,-117.3435
1.9999,-0.2068,-0.1462,-4.0992,-66.4351,-126.2672
1.9999,-0.2229,-0.1304,-5.1298,-66.0992,-135.8168
1.9999,-0.2397,-0.1167,-5.8168,-65.229,-144.8473
1.9999,-0.2522,-0.1047,-6.3435,-64.145,-154.0076
