ax,ay,az,gx,gy,gz
1.2627,-0.02,-0.6399,24.5878,-0.687,3.8244
1.271,-0.0142,-0.6641,23.8779,0.4122,2.855
1.2781,-0.0125,-0.6919,22.8931,1.313,1.7634
1.2903,-0.01,-0.7305,21.4122,2.542,1.0611
1.2969,-0.0154,-0.7529,19.8092,3.9847,0.3588
1.3081,-0.021,-0.7939,17.8779,4.9466,-0.5649
1.3088,-0.0198,-0.8325,15.4962,6.3969,-1.1069
1.3198,-0.0061,-0.8513,13.0382,7.8931,-1.7557
1.332,-0.0027,-0.8809,10.4427,8.9466,-2.458
1.3384,-0.0039,-0.8943,7.0763,9.5649,-2.8779
1.3496,0.0005,-0.9087,3.7023,10.7328,-3.4504
1.3623,0.0012,-0.9358,0.3893,11.4427,-4.1069
1.3733,0.019,-0.9529,-3.3206,12.6336,-4.7481
1.3789,0.0103,-0.9744,-6.9618,13.3511,-5.6412
1.3979,0.0164,-1.0034,-10.9542,14.3282,-6.6107
1.4087,0.0078,-1.0127,-14.8397,15.5573,-7.5878
1.4192,0.001,-1.0186,-18.8626,16.5649,-8.9542
1.4272,0.0022,-1.0208,-22.4733,16.9771,-10.3588
1.4436,0.0007,-1.0386,-26.7176,18.0305,-12.3817
1.4563,-0.0081,-1.0361,-30.9084,18.8855,-14.313
1.4727,-0.0125,-1.0479,-34.9389,19.6947,-16.3206
1.4893,-0.0117,-1.0488,-38.7405,20.1603,-18.3206
1.5107,-0.0205,-1.0552,-42.7099,20.8092,-20.2595
1.5276,-0.0293,-1.0764,-46.3893,21.8397,-22.3588
1.5483,-0.0361,-1.1013,-50.2519,22.771,-24.8931
1.5522,-0.0339,-1.1267,-53.9084,24.0305,-27.4122
1.5618,-0.0391,-1.1445,-57.6412,25.6718,-29.9466
1.5693,-0.0352,-1.1514,-61.8015,27.2977,-32.8397
1.574,-0.0447,-1.1812,-66.5115,28.5344,-35.9389
1.5774,-0.0454,-1.1917,-70.9771,29.7481,-38.9695
1.5781,-0.05,-1.2222,-76.2519,30.6183,-42.3588
1.5657,-0.0603,-1.2407,-81.7176,31.229,-46.1527
1.5532,-0.0659,-1.2512,-87.2137,31.8321,-49.3588
1.5386,-0.0737,-1.2747,-93.145,31.8855,-52.9771
1.5286,-0.0747,-1.2798,-99.2977,31.9847,-56.313
1.512,-0.0808,-1.2822,-106.229,31.8626,-59.6031
1.4888,-0.0955,-1.2759,-113.145,31.4046,-62.4198
1.4702,-0.0981,-1.2673,-119.626,30.7328,-64.9313
1.4478,-0.1101,-1.2642,-126.1679,29.6947,-67.3817
1.4204,-0.1182,-1.251,-132.6412,29.0992,-69.1679
1.4028,-0.1287,-1.2444,-138.7557,28.2748,-71.0916
1.3708,-0.1453,-1.2383,-144.8626,28.0076,-72.7557
1.3511,-0.1487,-1.2292,-150.5496,27.626,-74.2061
1.3401,-0.1567,-1.228,-155.8473,27.2672,-75.3893
1.3167,-0.1716,-1.2156,-161.1832,26.9313,-76.8855
1.2903,-0.1707,-1.1975,-166.4809,26.0534,-77.9313
1.2615,-0.1804,-1.1931,-171.8321,25.2901,-78.6718
1.2368,-0.1831,-1.1812,-176.7786,24.0076,-79.5115
1.2178,-0.1843,-1.1702,-182.9084,22.0916,-80.0687
1.2141,-0.1819,-1.1824,-188.1603,20.9542,-80.0458
1.2102,-0.1582,-1.1995,-193.3664,20.7023,-79.9542
1.2178,-0.1448,-1.1995,-198.4046,21.3435,-79.5343
1.2234,-0.1292,-1.2214,-203.542,22.5344,-79.229
1.2341,-0.1157,-1.2339,-209.2137,24.3588,-78.7557
1.249,-0.1108,-1.251,-215.084,26.9466,-78.0076
1.2576,-0.1042,-1.2629,-221.4886,30.1298,-78.229
1.2629,-0.1123,-1.2688,-228.3664,34.3664,-78.5343
1.2749,-0.1057,-1.2783,-235.4122,39.1298,-79.1527
1.2705,-0.0974,-1.2722,-242.9313,44.8473,-80.4198
1.2769,-0.0923,-1.2522,-250.1374,50.2519,-81.8626
1.2678,-0.094,-1.2346,-250.1374,55.6336,-83.5878
1.2551,-0.094,-1.2102,-250.1374,60.5573,-85.687
1.2397,-0.0959,-1.178,-250.1374,64.8015,-87.687
1.2339,-0.0937,-1.1687,-250.1374,68.4122,-89.5115
1.2129,-0.094,-1.1619,-250.1374,72.3511,-92.0382
1.1868,-0.1052,-1.144,-250.1374,76.2214,-93.0229
1.1707,-0.1108,-1.1316,-250.1374,80.0534,-94.855
1.1458,-0.1262,-1.0962,-250.1374,83.4733,-97.3893
1.1167,-0.1379,-1.073,-250.1374,86.3969,-98.5115
1.0811,-0.1477,-1.0452,-250.1374,88.6565,-100.5649
1.0303,-0.1604,-1.0076,-250.1374,90.1756,-102.2901
0.9873,-0.1714,-0.9507,-250.1374,90.2748,-104.084
0.958,-0.1841,-0.9155,-250.1374,88.4504,-105.771
0.9114,-0.2002,-0.8604,-250.1374,84.8244,-107.3359
0.8794,-0.2256,-0.8059,-250.1374,80.7328,-108.7176
0.835,-0.252,-0.7537,-250.1374,75.7176,-109.9466
0.7974,-0.2944,-0.7056,-250.1374,69.8397,-111.2519
0.7632,-0.3291,-0.6499,-250.1374,63.5649,-112.1603
0.731,-0.3743,-0.6025,-250.1374,56.6489,-113.0382
0.7031,-0.3984,-0.5239,-250.1374,48.8092,-113.8015
0.6904,-0.4121,-0.4949,-250.1374,40.6107,-113.8855
0.6738,-0.4207,-0.4265,-250.1374,31.7252,-114.2214
0.647,-0.4258,-0.3491,-250.1374,22.2748,-114.1832
0.6367,-0.4387,-0.2627,-250.1374,12.3511,-113.9771
0.6157,-0.4695,-0.1584,-250.1374,1.1603,-114.1908
0.6016,-0.4963,-0.1079,-250.1374,-10.1527,-114.2824
0.5964,-0.4956,-0.0337,-250.1374,-21.4504,-114.6183
0.583,-0.4619,0.0347,-250.1374,-32.626,-114.6031
0.5803,-0.4573,0.085,-250.1374,-43.7557,-114.7557
0.5662,-0.4426,0.167,-250.1374,-56.6794,-114.9542
0.5762,-0.4375,0.2307,-250.1374,-68.3206,-115.0763
0.5894,-0.427,0.2898,-250.1374,-79.2595,-115.145
0.6062,-0.4099,0.3328,-250.1374,-88.6718,-114.5954
0.6365,-0.394,0.3777,-250.1374,-96.8321,-113.6794
0.686,-0.3928,0.4026,-250.1374,-100.2366,-112.8168
0.7437,-0.3784,0.415,-250.1374,-102.5954,-111.6794
0.7761,-0.3606,0.4309,-250.1374,-102.4046,-110.4351
0.7903,-0.3579,0.4429,-250.1374,-97.8702,-109.1679
0.8748,-0.3447,0.4087,-250.1374,-87.1374,-107.4657
0.9045,-0.3369,0.3992,-250.1374,-74.4504,-105.4885
0.918,-0.3325,0.3994,-250.1374,-60.3511,-104.1908
0.936,-0.3215,0.4072,-250.1374,-42.6641,-102.4733
