ax,ay,az,gx,gy,gz
1.4314,-0.0864,0.0442,-10.9542,-6.7252,5.5267
1.4668,-0.0923,0.0488,-10.9771,-11.7099,4.2824
1.4792,-0.1021,0.0547,-10.687,-16.3817,3.4885
1.5127,-0.1196,0.0564,-10.4046,-22.3511,2.5725
1.5569,-0.1284,0.061,-10.1832,-28.1908,1.4809
1.6067,-0.144,0.0554,-9.8855,-33.9847,0.2672
1.665,-0.1565,0.0708,-9.3588,-39.8244,-0.9084
1.7161,-0.165,0.0713,-9.0458,-45.5802,-2.2443
1.7864,-0.175,0.0635,-8.9008,-50.8702,-4.1756
1.8555,-0.1897,0.061,-8.2824,-55.7023,-6.7328
1.9238,-0.1912,0.061,-7.9542,-60.5038,-10.4504
1.9929,-0.1985,0.0571,-7.9237,-64.4122,-14.0229
1.9999,-0.2046,0.062,-7.8626,-67.9084,-18.6718
1.9999,-0.2092,0.0632,-7.4427,-71.4122,-25.0534
1.9999,-0.2122,0.0671,-7.7099,-74.6107,-31.2519
1.9999,-0.2271,0.0767,-7.9771,-77.6641,-39.7252
1.9999,-0.2441,0.0901,-8.5115,-81.2061,-48.3893
1.9999,-0.2656,0.0964,-8.8015,-84.5878,-58.0153
1.9999,-0.2764,0.104,-8.9466,-87.8626,-68.626
1.9999,-0.2988,0.105,-9.2061,-92.8473,-80.0611
1.9999,-0.3074,0.116,-9.626,-95.6183,-92.3282
1.9999,-0.3186,0.1228,-9.7786,-98.7405,-104.1145
1.9999,-0.3247,0.1187,-9.9466,-102.4046,-116.2824
1.9999,-0.3264,0.1223,-9.7099,-106.4427,-129.1679
1.9999,-0.3291,0.1199,-10.0687,-109.8931,-141.8092
1.9999,-0.3267,0.1333,-10.084,-112.855,-154.4886
1.9999,-0.3242,0.1248,-10.2214,-114.7252,-168.145
1.9999,-0.3247,0.1257,-10.4351,-116.2901,-180.8092
1.9999,-0.333,0.1223,-10.7481,-117.1985,-193.4809
1.9999,-0.3384,0.1018,-10.9084,-117.5496,-206.1756
1.9999,-0.355,0.0869,-10.9466,-116.8168,-218.8092
1.9999,-0.3582,0.0906,-10.9542,-116.2061,-230.7557
1.9999,-0.3711,0.0615,-11.2595,-115.0992,-244.5191
1.9999,-0.3855,0.031,-11.0229,-113.2595,-250.1374
1.9999,-0.4031,0.0186,-10.9008,-111.3817,-250.1374
1.9999,-0.4199,-0.0071,-10.8244,-109.1145,-250.1374
1.9999,-0.4373,-0.0298,-10.7557,-106.1985,-250.1374
1.9999,-0.4429,-0.0376,-10.7023,-102.9237,-250.1374
1.9999,-0.4546,-0.0459,-11.0458,-99.0458,-250.1374
1.9999,-0.4543,-0.0566,-11.5649,-93.6641,-250.1374
1.9999,-0.4678,-0.0669,-12.4275,-89.1756,-250.1374
1.9999,-0.4731,-0.0789,-13.3359,-82.374,-250.1374
1.9999,-0.4834,-0.0728,-14.5267,-75.5496,-250.1374
1.9999,-0.4822,-0.0681,-15.3664,-68.7939,-250.1374
1.9999,-0.4873,-0.0681,-16.3969,-61.4504,-250.1374
1.9999,-0.4897,-0.0549,-17.8931,-54.2137,-250.1374
1.9999,-0.4792,-0.0464,-19.4656,-47.5649,-250.1374
1.9999,-0.4893,-0.0425,-20.9008,-40.9847,-250.1374
1.9999,-0.4944,-0.0466,-22.229,-34.6641,-250.1374
1.9999,-0.4927,-0.0256,-23.6794,-28.6794,-250.1374
1.9999,-0.4985,-0.0105,-25.0458,-23.3969,-250.1374
1.9999,-0.5083,0.0254,-26.3435,-18.6947,-250.1374
1.9999,-0.5005,0.0237,-27.3588,-14.2366,-250.1374
1.9999,-0.5134,0.0317,-28.1298,-10.8092,-250.1374
1.9999,-0.5198,0.0332,-28.4275,-8.4275,-250.1374
1.9999,-0.5298,0.0244,-28.1603,-6.3664,-250.1374
1.9999,-0.5388,0.0134,-27.5573,-4.8244,-250.1374
1.9999,-0.5339,0.0166,-26.3359,-3.4809,-250.1374
1.9999,-0.5347,-0.0178,-25.3359,-1.5496,-250.1374
1.9999,-0.5356,-0.0381,-23.9008,0.2824,-250.1374
1.9999,-0.5344,-0.0537,-23.0382,2.2595,-250.1374
1.9999,-0.5383,-0.0703,-22.1832,4.5267,-250.1374
