ax,ay,az,gx,gy,gz
1.4478,0.0212,-0.1064,-8.2748,-25.8626,-11.5496
1.5049,0.0183,-0.1145,-8.855,-29.1221,-14.4198
1.554,0.0105,-0.1216,-9.9313,-32.0687,-17.7023
1.6179,0.0149,-0.1047,-11.2519,-35.8244,-21.1298
1.6721,0.0044,-0.0972,-12.7252,-39.7481,-25.3053
1.7327,-0.0081,-0.0818,-14.3359,-44.3206,-30.0534
1.7922,-0.0215,-0.064,-16.2214,-49.771,-35.3817
1.8293,-0.0276,-0.0618,-18.1832,-55.6412,-41.4046
1.8958,-0.0417,-0.0339,-20.1145,-61.7099,-48.2824
1.9656,-0.0464,-0.0139,-22.2824,-67.9771,-55.9847
1.9999,-0.0549,0.0144,-24.1069,-75.0,-64.7481
1.9999,-0.0708,0.0361,-25.9695,-81.0992,-73.6489
1.9999,-0.0874,0.0505,-27.7328,-87.2214,-83.0229
1.9999,-0.0896,0.0879,-29.2977,-95.1145,-92.8626
1.9999,-0.1187,0.1272,-30.2443,-101.4122,-100.7405
1.9999,-0.1531,0.1248,-31.2901,-108.8397,-110.0916
1.9999,-0.1606,0.114,-32.4275,-113.7939,-120.5954
1.9999,-0.1599,0.1204,-32.8092,-118.5649,-131.2443
1.9999,-0.1816,0.1423,-32.9618,-123.3893,-142.4886
1.9999,-0.2021,0.1553,-33.3588,-127.4885,-153.3664
1.9999,-0.2241,0.1775,-33.3893,-131.542,-164.687
1.9999,-0.2524,0.1895,-33.6412,-134.6488,-176.0687
1.9999,-0.2698,0.1919,-33.5496,-137.0992,-187.7023
1.9999,-0.2893,0.2073,-33.1374,-138.6641,-198.8855
1.9999,-0.2986,0.2053,-32.4962,-139.5573,-210.8931
1.9999,-0.3147,0.2139,-31.8015,-138.7939,-222.8931
1.9999,-0.3369,0.2148,-30.5114,-136.8244,-235.0611
1.9999,-0.3577,0.2007,-29.084,-133.9466,-247.0305
1.9999,-0.3894,0.1909,-27.1985,-129.9618,-250.1374
1.9999,-0.4175,0.1802,-25.0458,-124.9695,-250.1374
1.9999,-0.4441,0.1558,-22.3817,-119.084,-250.1374
1.9999,-0.4617,0.1292,-19.7023,-111.4427,-250.1374
1.9999,-0.4673,0.1116,-17.0229,-103.084,-250.1374
1.9999,-0.4749,0.1057,-13.9389,-94.4809,-250.1374
1.9999,-0.4814,0.0859,-11.1908,-84.4198,-250.1374
1.9999,-0.4917,0.0498,-8.374,-74.1527,-250.1374
1.9999,-0.5095,0.0283,-5.4122,-63.7405,-250.1374
1.9999,-0.5225,-0.0022,-2.9237,-51.8244,-250.1374
1.9999,-0.5303,-0.0254,-0.4275,-40.6183,-250.1374
1.9999,-0.5405,-0.0432,1.7405,-29.2748,-250.1374
1.9999,-0.5405,-0.0471,3.5954,-19.1374,-250.1374
1.9999,-0.543,-0.083,5.6107,-8.8168,-250.1374
1.9999,-0.5371,-0.1228,7.5115,-0.0305,-250.1374
1.9999,-0.533,-0.1812,9.0534,7.5878,-250.1374
1.9999,-0.5259,-0.2112,9.8092,13.7328,-250.1374
1.9999,-0.5361,-0.2437,9.1603,20.771,-250.1374
1.9999,-0.5515,-0.2751,6.8015,27.0763,-250.1374
1.9999,-0.5688,-0.2844,3.8702,31.1298,-250.1374
1.9999,-0.582,-0.3064,0.6107,34.6336,-250.1374
1.9999,-0.6033,-0.3074,-3.2366,37.5954,-250.1374
1.9999,-0.6326,-0.3213,-7.3359,39.9924,-250.1374
1.9999,-0.6541,-0.3181,-11.7939,41.5191,-250.1374
1.9999,-0.6694,-0.3157,-16.5114,42.7252,-250.1374
1.9999,-0.6895,-0.3101,-21.0763,44.3511,-250.1374
1.9999,-0.7146,-0.311,-25.5649,46.2595,-250.1374
1.9999,-0.7312,-0.2964,-29.6031,50.1145,-250.1374
