ax,ay,az,gx,gy,gz
1.2214,-0.1387,-0.7217,61.5802,-12.4122,5.687
1.2322,-0.1284,-0.7529,60.1603,-11.458,5.4962
1.2483,-0.1145,-0.7981,58.0382,-10.3282,4.5878
1.2542,-0.1069,-0.8267,55.6336,-8.8397,3.8168
1.2593,-0.1008,-0.8496,52.9237,-7.5802,2.8855
1.2615,-0.1113,-0.8914,49.6412,-5.9313,1.5038
1.2622,-0.1187,-0.9106,46.313,-4.0763,0.1832
1.2734,-0.1155,-0.9316,42.0687,-2.4962,-1.3282
1.2612,-0.1182,-0.9504,37.9313,-0.8015,-2.8092
1.2522,-0.1067,-0.9678,33.771,0.8473,-4.4351
1.2432,-0.0977,-0.99,29.4504,1.9084,-5.8092
1.2332,-0.0906,-1.0044,24.8321,2.9237,-7.7176
1.2202,-0.0796,-1.0171,20.1832,3.3664,-9.1145
1.2065,-0.0745,-1.0273,15.4733,3.2901,-10.4427
1.2036,-0.0664,-1.0457,10.9237,2.9542,-12.0458
1.1882,-0.0574,-1.0491,5.4046,2.5878,-13.3282
1.1758,-0.0464,-1.0664,0.2137,1.916,-14.1221
1.1597,-0.0427,-1.0742,-5.0534,0.9847,-14.8779
1.1504,-0.0457,-1.0962,-10.5115,0.4351,-15.6947
1.1309,-0.043,-1.1094,-16.2061,-0.1832,-16.0763
1.1296,-0.0288,-1.115,-22.1985,-0.6565,-16.458
1.1257,-0.0071,-1.1208,-28.4198,-0.5878,-16.6336
1.123,0.0139,-1.1357,-34.7634,-0.3588,-16.7557
1.1274,0.0244,-1.1365,-41.2061,0.0687,-16.9771
1.1228,0.0371,-1.1538,-47.458,0.7176,-16.9924
1.1208,0.0491,-1.1609,-53.9389,1.7328,-16.7786
1.1226,0.0535,-1.1636,-60.5573,2.916,-16.542
1.1306,0.061,-1.1743,-67.1985,4.5725,-16.2748
1.1355,0.0571,-1.1909,-73.6031,6.7634,-16.1374
1.1345,0.0576,-1.1838,-80.3206,9.4733,-16.0382
1.1377,0.0471,-1.1924,-87.1679,11.9313,-16.1603
1.1426,0.041,-1.2026,-93.9008,14.626,-16.4962
1.1394,0.0303,-1.1851,-100.6412,16.9847,-16.5344
1.145,0.022,-1.179,-107.374,18.9618,-17.2137
1.1418,0.0159,-1.1614,-114.1908,20.687,-17.9847
1.1438,0.0095,-1.1523,-121.0534,22.313,-18.5573
1.1416,0.0112,-1.1399,-128.0534,23.9771,-19.6031
1.145,-0.0056,-1.1301,-134.4886,25.458,-20.6489
1.1423,-0.0232,-1.1067,-140.8015,26.8779,-22.313
1.1443,-0.0215,-1.1016,-146.5878,27.9237,-23.7176
1.1418,-0.053,-1.1025,-152.9008,29.3359,-25.1603
1.1421,-0.0637,-1.0747,-158.5343,30.9313,-27.0687
1.1445,-0.0693,-1.0459,-164.0763,32.1298,-28.3817
1.1528,-0.0747,-1.0376,-169.3282,33.0305,-29.9084
1.1458,-0.0757,-1.0168,-174.2214,33.7863,-31.5496
1.145,-0.0791,-0.9958,-178.542,34.4275,-32.9389
1.147,-0.0796,-0.9849,-182.6031,34.9313,-34.0229
1.1541,-0.0647,-0.9644,-186.6488,35.3817,-35.4885
1.1514,-0.0608,-0.9658,-190.5038,36.2595,-36.771
1.1611,-0.0452,-0.9736,-195.6412,37.6107,-37.8092
1.1616,-0.0405,-0.9724,-199.4962,38.9695,-38.9313
1.1802,-0.0264,-0.9873,-203.2748,41.229,-39.4122
1.1855,-0.0127,-1.0002,-207.2519,43.5802,-40.0076
1.1956,-0.0012,-1.0117,-211.1832,46.313,-40.7634
1.208,-0.0022,-1.0195,-215.5267,49.3817,-41.1832
1.2202,0.0166,-1.0193,-220.2214,52.5573,-41.8626
1.2283,0.0408,-1.0437,-225.0305,55.8397,-42.5725
1.2375,0.0588,-1.0469,-230.2824,59.8779,-43.5267
1.2449,0.0728,-1.0466,-236.2366,63.8855,-44.3435
1.2507,0.083,-1.04,-243.1756,68.3282,-45.9847
1.241,0.0959,-1.0403,-249.542,72.1374,-47.6412
1.238,0.0913,-1.019,-250.1374,75.2977,-48.8702
1.2327,0.0894,-1.012,-250.1374,78.1756,-50.5649
1.2317,0.0647,-0.9985,-250.1374,80.5496,-52.5496
1.2197,0.0474,-0.9822,-250.1374,82.2366,-54.4504
1.2134,0.019,-0.9548,-250.1374,83.0992,-56.4198
1.2024,-0.0002,-0.927,-250.1374,82.9313,-58.4504
1.1975,-0.0037,-0.9114,-250.1374,82.3206,-60.5267
1.1912,-0.0293,-0.8806,-250.1374,81.5649,-62.6947
1.1938,-0.0623,-0.8621,-250.1374,80.5802,-65.0153
1.1772,-0.0784,-0.8308,-250.1374,79.6565,-67.5343
1.1733,-0.1133,-0.8015,-250.1374,78.4504,-70.2824
1.1604,-0.1272,-0.7717,-250.1374,77.3359,-73.3817
1.1519,-0.1482,-0.717,-250.1374,76.1221,-76.229
1.1372,-0.1638,-0.6519,-250.1374,75.0,-79.1298
1.1299,-0.166,-0.6248,-250.1374,73.916,-81.8092
1.115,-0.1819,-0.5876,-250.1374,72.4046,-84.8015
1.0955,-0.1848,-0.5215,-250.1374,70.6183,-87.7252
1.0735,-0.2041,-0.467,-250.1374,68.2748,-89.8626
1.0618,-0.2119,-0.4023,-250.1374,65.7557,-93.0076
1.0432,-0.2222,-0.3594,-250.1374,62.9771,-95.1756
1.0266,-0.2283,-0.3018,-250.1374,60.1069,-96.7099
1.0159,-0.238,-0.2551,-250.1374,57.4504,-97.6794
