ax,ay,az,gx,gy,gz
1.4458,0.1667,0.0647,-1.0305,-23.5573,-22.626
1.4966,0.1531,0.0693,-0.8015,-27.0534,-25.2519
1.5483,0.1355,0.0825,-0.8168,-30.7481,-28.7557
1.6501,0.1118,0.0952,0.0534,-35.3435,-32.8168
1.7244,0.0979,0.0977,0.9237,-41.5878,-37.7099
1.7996,0.0854,0.116,1.5725,-47.0153,-43.229
1.8652,0.0725,0.1123,2.229,-51.9084,-48.5115
1.8943,0.0581,0.0999,3.0916,-56.3588,-54.2672
1.9999,0.0403,0.1167,3.6947,-64.0153,-61.6412
1.9999,0.0298,0.1255,4.0382,-71.3206,-70.2824
1.9999,0.0151,0.1079,4.2748,-75.5267,-79.9924
1.9999,-0.0144,0.1226,4.542,-79.916,-91.8855
1.9999,-0.0342,0.1016,4.8015,-83.3588,-102.7786
1.9999,-0.0571,0.0737,5.0992,-84.4427,-114.9466
1.9999,-0.0737,0.0728,5.6031,-85.3817,-128.0687
1.9999,-0.0986,0.0562,5.7939,-85.3969,-140.9618
1.9999,-0.1055,0.0522,5.8626,-84.6565,-153.4275
1.9999,-0.1052,0.0615,6.0382,-84.0687,-166.1756
1.9999,-0.1079,0.0559,6.4962,-83.4962,-178.3435
1.9999,-0.1169,0.0696,7.0076,-82.3817,-189.8931
1.9999,-0.1099,0.0732,7.6718,-80.8244,-201.0687
1.9999,-0.104,0.075,8.5191,-79.4198,-212.5649
1.9999,-0.0979,0.0662,9.4275,-77.0382,-222.5496
1.9999,-0.0962,0.0557,10.5038,-73.4809,-232.4809
1.9999,-0.0942,0.0449,11.7023,-69.4427,-241.4733
1.9999,-0.105,0.0374,12.7176,-63.4733,-250.1374
1.9999,-0.1021,0.0117,13.5802,-56.9084,-250.1374
1.9999,-0.1025,-0.0029,14.7557,-49.2366,-250.1374
1.9999,-0.1133,-0.0112,15.8473,-40.9008,-250.1374
1.9999,-0.1106,-0.0146,17.0229,-32.3588,-250.1374
1.9999,-0.1016,-0.0425,18.3435,-23.3282,-250.1374
1.9999,-0.0884,-0.0566,19.5649,-14.2748,-250.1374
1.9999,-0.085,-0.0618,20.9084,-6.1832,-250.1374
1.9999,-0.0649,-0.0801,21.7634,2.8626,-250.1374
1.9999,-0.0637,-0.0876,22.4427,10.2366,-250.1374
1.9999,-0.0491,-0.083,22.0763,17.3206,-250.1374
1.9999,-0.0398,-0.1028,21.4504,24.8244,-250.1374
1.9999,-0.0896,-0.1514,21.1069,32.7481,-250.1374
1.9999,-0.1118,-0.1709,20.3588,39.8931,-250.1374
1.9999,-0.1094,-0.1919,19.7099,45.8015,-250.1374
1.9999,-0.0972,-0.1992,19.1145,50.3282,-250.1374
1.9999,-0.094,-0.209,17.7786,53.9924,-250.1374
1.9999,-0.0793,-0.2241,16.4886,57.1603,-250.1374
1.9999,-0.1023,-0.2229,14.5725,60.3588,-250.1374
1.9999,-0.1323,-0.2251,12.5191,61.9237,-250.1374
1.9999,-0.1553,-0.2275,10.0611,62.4962,-250.1374
1.9999,-0.1819,-0.2104,7.5802,61.5038,-250.1374
1.9999,-0.197,-0.2019,4.8702,58.6412,-250.1374
1.9999,-0.2192,-0.1794,2.1298,55.145,-250.1374
1.9999,-0.2263,-0.1829,-0.8321,50.9618,-250.1374
1.9999,-0.2458,-0.1892,-3.542,46.7252,-250.1374
1.9999,-0.2717,-0.1912,-5.8702,43.8244,-250.1374
1.9999,-0.2964,-0.2141,-8.2901,42.6641,-250.1374
1.9999,-0.3315,-0.2285,-10.4962,43.6107,-250.1374
1.9999,-0.3501,-0.2524,-12.2366,46.4733,-250.1374
1.9999,-0.3652,-0.2747,-13.9466,51.7328,-250.1374
1.9999,-0.3704,-0.2791,-15.6794,58.6412,-250.1374
1.9999,-0.3652,-0.2578,-16.7176,67.6641,-250.1374
1.9712,-0.3613,-0.2351,-17.4046,75.0229,-250.1374
1.8879,-0.3589,-0.2244,-17.5038,81.6107,-250.1374
1.7983,-0.3398,-0.2212,-17.2061,89.0916,-250.1374
1.7124,-0.3271,-0.2158,-16.0611,96.5725,-250.1374
1.6704,-0.3142,-0.1885,-14.6947,103.145,-250.1374
1.5833,-0.2952,-0.1711,-12.6107,109.5573,-250.1374
1.48,-0.2778,-0.1533,-10.374,115.9084,-250.1374
1.3772,-0.2437,-0.1243,-8.1221,122.0763,-250.1374
1.2607,-0.2173,-0.1101,-5.1527,129.2443,-250.1374
1.1567,-0.1831,-0.0977,-2.2824,136.7099,-250.1374
1.0396,-0.1514,-0.0667,1.2748,143.1832,-250.1374
0.9343,-0.1213,-0.0405,5.0153,149.0305,-250.1374
0.8228,-0.0889,-0.0295,9.0763,153.9084,-250.1374
0.7649,-0.0708,-0.0212,13.4504,157.9924,-250.1374
0.6685,-0.0452,-0.0066,17.9237,160.7786,-250.1374
0.5659,-0.0193,0.0027,22.5954,161.9466,-250.1374
0.4753,0.011,0.0225,27.5344,160.9084,-250.1374
0.3723,0.0513,0.0173,32.3969,159.2977,-250.1374
0.2817,0.0999,0.0115,37.3969,156.8779,-250.1374
0.2104,0.1304,0.0039,42.1679,154.1756,-250.1374
0.1309,0.1382,0.0178,46.5878,149.2214,-250.1374
0.0974,0.1543,0.0225,50.3969,143.8092,-250.1374
0.0386,0.1675,0.0112,53.855,137.374,-250.1374
-0.0154,0.1758,0.0039,56.8702,129.5649,-250.1374
-0.0642,0.2056,-0.0037,59.6641,120.6031,-250.1374
-0.0986,0.2209,-0.0278,61.8321,111.0,-250.1374
-0.1301,0.2402,-0.0413,63.8092,100.7863,-250.1374
-0.1746,0.2766,-0.0627,65.0763,90.9008,-250.1374
-0.2068,0.3054,-0.0801,66.3053,81.2672,-250.1374
-0.2354,0.3555,-0.1082,67.2672,71.7786,-250.1374
-0.2556,0.3752,-0.1182,67.8931,64.2901,-250.1374
-0.3015,0.4087,-0.1375,68.4962,57.6183,-250.1374
-0.3315,0.4458,-0.1543,68.6107,51.8626,-250.1374
-0.3643,0.4858,-0.175,68.7557,46.7786,-250.1374
-0.3972,0.5129,-0.1824,68.7099,42.3282,-250.1374
-0.4263,0.5388,-0.1895,67.8092,38.1908,-250.1374
-0.47,0.561,-0.2297,67.1527,34.5573,-250.1374
-0.5103,0.5869,-0.2271,66.2748,31.687,-250.1374
-0.5317,0.6045,-0.22,65.4504,29.1298,-250.1374
-0.5728,0.6267,-0.2322,64.4427,26.1756,-250.1374
-0.6165,0.6387,-0.2373,63.5344,23.6031,-250.1374
-0.6426,0.6616,-0.2229,62.2748,21.0076,-250.1374
-0.6802,0.667,-0.2129,60.7328,17.3511,-250.1374
-0.7151,0.689,-0.1963,59.3511,12.8473,-250.1374
-0.7224,0.6902,-0.168,57.8092,7.3817,-250.1374
-0.7378,0.6997,-0.157,56.4504,0.3359,-250.1374
-0.7307,0.6951,-0.1387,54.855,-7.855,-250.1374
-0.7329,0.6953,-0.1252,53.3511,-17.0229,-250.1374
-0.7148,0.687,-0.1267,52.0305,-27.4122,-250.1374
-0.6951,0.6853,-0.125,50.6107,-37.5649,-250.1374
-0.6653,0.6794,-0.126,49.7481,-47.5191,-250.1374
-0.6433,0.6711,-0.1384,48.4962,-56.0916,-250.1374
-0.6086,0.675,-0.1533,47.4046,-62.8626,-250.1374
-0.5779,0.6824,-0.1426,45.7328,-68.1298,-250.1374
-0.543,0.687,-0.1646,44.084,-70.4046,-250.1374
-0.502,0.6912,-0.1743,42.7939,-69.8931,-250.1374
-0.4607,0.6814,-0.196,41.374,-66.4657,-250.1374
-0.4331,0.6812,-0.209,39.9695,-61.5115,-250.1374
-0.4041,0.6536,-0.2378,38.7557,-54.4198,-248.5038
-0.3818,0.6396,-0.2439,37.4046,-46.4198,-244.8473
-0.3679,0.624,-0.2612,36.3435,-37.5802,-241.5496
-0.3542,0.6018,-0.2627,35.0076,-28.7328,-238.0153
-0.3577,0.5928,-0.2659,33.8931,-19.7176,-234.8702
-0.3547,0.5876,-0.2598,32.9084,-10.9618,-231.4122
-0.354,0.5796,-0.2568,31.5114,-2.8321,-228.0229
-0.3669,0.5491,-0.2393,30.4504,4.5649,-224.4962
-0.3745,0.5193,-0.2234,28.9847,10.3206,-221.6488
-0.3928,0.5034,-0.2249,28.0763,14.8779,-218.5343
-0.4028,0.4873,-0.2151,27.0611,18.7634,-215.687
-0.4419,0.4778,-0.2048,26.6489,21.7328,-213.2595
-0.4463,0.4729,-0.2012,26.4275,23.626,-210.9542
-0.4668,0.4614,-0.175,26.2519,24.8015,-208.0229
-0.4836,0.4556,-0.1655,26.4656,24.8855,-205.8244
-0.5178,0.4441,-0.1646,26.7023,24.8855,-203.916
-0.5332,0.4263,-0.1543,26.7328,25.0992,-201.8015
-0.5649,0.4167,-0.1372,27.0687,25.0,-199.8397
-0.5962,0.4143,-0.1475,27.5191,25.2443,-197.8702
-0.6116,0.3967,-0.1355,27.771,24.916,-195.542
-0.6306,0.3923,-0.1326,27.9618,24.6565,-193.5191
-0.6519,0.3801,-0.1189,28.542,24.3206,-190.6641
-0.6809,0.3716,-0.115,29.0916,23.9084,-187.9771
-0.7007,0.3574,-0.1113,29.7863,23.5038,-184.9618
-0.7317,0.3538,-0.104,30.6489,22.916,-182.1221
-0.7539,0.3474,-0.0999,31.7634,22.8626,-178.4962
-0.781,0.3462,-0.082,32.7176,22.7099,-174.626
-0.8088,0.3328,-0.0762,33.9771,22.3893,-171.1145
