ax,ay,az,gx,gy,gz
0.9128,-0.1982,0.2109,44.0611,-139.8626,54.0153
0.9436,-0.209,0.2168,46.0076,-142.0,54.6565
0.9734,-0.218,0.2112,48.3359,-143.4427,55.7481
1.0127,-0.2339,0.2212,50.7481,-144.7023,56.7786
1.0454,-0.249,0.2319,53.6718,-144.9466,57.7939
1.0842,-0.2659,0.2427,56.7863,-144.6794,58.8168
1.1221,-0.29,0.2598,60.0229,-143.916,59.9466
1.1338,-0.2998,0.2727,63.0305,-142.8779,60.8473
1.1677,-0.3188,0.2869,67.3588,-140.8397,61.6412
1.1926,-0.3447,0.2986,71.5649,-138.4427,62.3893
1.2292,-0.3635,0.3123,76.3588,-135.5878,63.0687
1.2495,-0.374,0.3406,80.9618,-132.9313,63.626
1.2712,-0.3792,0.3655,86.4351,-130.0763,63.8473
1.2959,-0.3735,0.3977,91.7634,-127.6107,64.1221
1.323,-0.3767,0.4121,97.6489,-125.313,64.5573
1.3479,-0.3789,0.4321,103.4885,-122.8702,65.0153
1.3601,-0.3838,0.4385,109.4122,-120.3511,65.4809
1.3894,-0.395,0.4465,115.916,-118.0611,66.0229
1.4033,-0.417,0.4817,121.4885,-116.145,66.3435
1.4348,-0.4246,0.5146,129.0611,-115.3282,67.0153
1.468,-0.4355,0.5286,135.6107,-114.5725,67.3588
1.4856,-0.4475,0.5466,141.5725,-114.2672,67.374
1.5195,-0.4683,0.5564,147.6718,-114.9924,67.6489
1.553,-0.4814,0.5583,154.0992,-116.4427,67.313
1.5764,-0.4897,0.5681,159.7634,-118.9924,66.8473
1.6204,-0.5042,0.5615,165.7405,-122.3817,66.3664
1.6646,-0.5127,0.5474,171.5725,-126.374,65.916
1.7234,-0.5139,0.5344,177.374,-130.2977,65.1374
1.7915,-0.5281,0.4985,183.7786,-134.5954,63.8397
1.8584,-0.5242,0.4473,190.4122,-138.1298,61.542
1.9639,-0.533,0.3665,196.4275,-140.2748,57.8626
1.9999,-0.5371,0.3455,200.8626,-141.3359,54.0687
1.9999,-0.5498,0.2947,204.9695,-142.1527,49.5038
