ax,ay,az,gx,gy,gz
1.0403,0.0439,-0.8147,32.0305,7.6794,-13.542
0.9216,0.0146,-0.5527,30.9389,17.4733,-11.0992
0.9458,0.0061,-0.425,29.8321,26.9084,-8.9313
1.0022,-0.0305,-0.3528,29.5954,33.3588,-7.5649
0.9216,-0.0193,-0.2085,29.1145,32.855,-7.0611
0.7424,-0.022,-0.0029,29.1985,26.7634,-7.3817
0.9019,-0.0037,-0.1362,29.9924,26.3359,-8.4733
1.0786,-0.021,-0.1697,30.8092,21.4733,-8.5344
1.1406,0.0505,-0.5369,31.4427,12.6947,-8.3893
1.2498,0.0288,-0.5459,32.1298,9.8168,-8.6565
1.3096,0.0061,-0.4697,32.7328,10.458,-8.2519
1.1106,-0.0127,-0.2029,33.2443,3.8855,-8.0992
0.9897,0.0376,-0.1392,34.2595,-1.3969,-7.626
0.886,0.0164,0.0164,34.7481,-5.2672,-7.8855
0.8096,0.0066,0.1238,35.1298,-7.8779,-7.916
0.6509,-0.0078,0.3035,35.2137,-10.7176,-7.5191
1.5466,0.0193,-1.2014,34.9847,-12.687,-7.3359
1.6509,-0.0188,-1.3447,35.0458,-12.6947,-7.5725
1.6472,-0.0112,-1.3489,34.2977,-5.5191,-7.4275
1.5193,0.0107,-1.2061,33.3053,-2.0382,-6.6031
1.4939,0.0173,-1.2026,32.4275,-0.9771,-5.4351
1.6438,-0.0117,-1.3726,31.6107,3.2137,-6.3435
1.7524,-0.009,-1.5164,31.1985,8.8015,-7.0229
1.7102,0.0251,-1.5212,30.4886,7.6565,-7.1298
1.5425,0.0361,-1.3247,30.0382,4.4962,-6.6336
1.3687,0.0352,-1.0825,29.8931,0.4351,-6.0687
1.262,0.0386,-0.9482,29.4504,-0.6412,-6.0229
1.3013,0.0176,-0.9517,28.313,7.1069,-6.6794
0.6506,-0.0569,0.3452,27.6031,6.7634,-7.2443
0.6841,-0.0251,0.1665,26.8931,8.5344,-6.4809
0.8132,-0.0073,-0.1067,26.1374,7.8321,-6.2061
1.0676,0.0063,-0.4792,25.3359,11.6794,-6.0534
1.03,-0.0378,-0.5017,24.4733,9.6183,-6.3511
1.0532,0.0042,-0.6042,23.6641,10.5496,-6.0305
0.9839,0.0269,-0.6047,22.8855,13.0153,-5.8702
1.0408,0.0149,-0.6682,21.6718,16.2366,-5.8779
0.9055,-0.0642,-0.0569,20.855,20.9771,-5.9084
0.9626,-0.0417,-0.1611,19.8321,25.229,-5.4885
1.0452,-0.0107,-0.4097,18.9389,27.084,-5.1221
0.78,-0.0378,0.0068,19.9542,13.4809,-6.0992
1.2681,0.0071,-0.9133,19.0382,19.4427,-6.7634
1.2715,0.0071,-1.0042,18.3969,21.5267,-6.0229
1.3052,0.0347,-1.0598,17.771,23.1069,-5.1985
1.3213,0.0088,-0.9702,16.855,27.1221,-5.3206
1.2659,-0.0103,-0.8721,16.2748,30.5267,-5.8779
1.1748,-0.0103,-0.7756,15.855,31.4733,-6.4198
1.1401,0.0063,-0.7173,15.458,33.6489,-6.7099
1.1411,0.0073,-0.6777,14.9084,38.5802,-6.687
1.0769,-0.0051,-0.561,14.313,40.8702,-6.4809
0.9426,-0.0083,-0.2676,13.8855,43.0,-6.6183
0.9915,-0.0159,-0.3669,13.3893,45.7176,-6.5649
1.0386,-0.0056,-0.4531,12.6031,47.5038,-6.7405
1.0969,-0.0073,-0.5229,12.2366,47.7099,-6.3588
1.1606,0.0125,-0.6294,11.8626,48.3664,-6.6489
1.2327,-0.0088,-0.717,11.3511,50.2366,-6.5267
1.2427,0.0159,-0.7312,10.7481,51.0229,-5.9618
1.2224,-0.0156,-0.6924,10.2824,48.542,-6.5725
0.866,-0.0308,0.0374,9.9695,50.1679,-7.0382
0.8757,-0.0149,0.0032,9.0458,51.3969,-6.3282
0.8882,-0.0168,-0.0278,8.7099,49.8473,-5.4427
0.9436,-0.0161,-0.1094,8.1603,48.0763,-5.4962
1.0085,-0.0291,-0.2175,7.5344,48.3664,-5.9084
1.0554,-0.0164,-0.2874,6.9313,46.9695,-5.8931
1.0894,-0.0105,-0.3479,5.8168,46.6031,-5.5191
1.1282,-0.0176,-0.3665,4.5802,46.1374,-4.5496
1.0195,-0.02,-0.134,3.6031,44.8244,-3.6641
1.0115,-0.0166,-0.0996,2.5954,42.0763,-3.145
1.043,-0.0066,-0.0925,2.3053,38.4885,-2.9542
1.061,-0.0088,-0.104,1.7634,36.0534,-3.1069
1.0696,-0.0181,-0.0581,1.4809,30.0763,-2.5038
1.1077,0.0042,-0.0842,1.0763,25.2443,-2.1679
1.1086,-0.0037,-0.1157,0.5267,23.6489,-1.7023
1.1216,-0.0042,-0.1143,-0.4275,17.4198,-0.4962
1.2102,-0.0002,-0.2949,-1.2595,13.2672,-0.1298
1.1873,-0.0117,-0.2737,-2.2672,13.0305,-0.2824
1.0872,-0.0237,-0.1921,-3.4656,9.4962,-0.4427
1.0281,-0.0344,-0.1545,-4.8244,6.5878,-0.2519
1.0144,-0.0259,-0.197,-5.8092,8.1069,0.3206
1.0239,-0.0022,-0.2314,-7.3206,14.0076,0.9771
0.9368,-0.0583,-0.1487,-9.1832,12.5878,0.7863
0.8867,-0.0713,-0.179,-10.8168,14.8015,0.1374
0.8547,-0.0537,-0.2061,-12.374,21.4046,-0.2519
0.9829,-0.0244,-0.4573,-14.084,27.2214,0.0916
0.8877,-0.0107,-0.3733,-15.9237,33.2366,0.374
0.8269,-0.0281,-0.2495,-17.4122,38.6489,0.2824
0.771,-0.0271,-0.186,-18.5191,44.3206,0.0687
0.7214,-0.0154,-0.1196,-19.6565,51.3893,0.687
0.717,0.0017,-0.0605,-20.5649,56.9542,1.2061
0.8606,0.021,-0.1699,-21.1985,66.9695,3.4198
0.8582,0.0112,-0.1326,-21.916,73.3206,4.9542
1.071,0.0215,-0.6462,-22.9389,77.1298,5.4733
1.1089,-0.0015,-0.6323,-23.5954,82.9466,4.9542
0.8809,0.0002,-0.2151,-23.9847,91.2366,5.4504
1.0027,-0.002,-0.5005,-24.5725,95.3588,5.2443
0.9478,-0.0032,-0.3696,-25.5344,98.8092,4.7557
0.9441,-0.0076,-0.3118,-25.9237,101.6565,4.6794
0.9417,-0.0178,-0.2961,-26.2824,106.2672,4.7557
0.9475,-0.0134,-0.2554,-26.8397,110.7786,4.4733
0.9246,-0.0127,-0.2314,-27.2519,114.3435,4.7557
0.8994,-0.0071,-0.2058,-27.6718,118.6641,4.4198
0.884,-0.0105,-0.1887,-28.1908,122.0076,4.3893
0.9417,-0.0095,-0.2361,-28.5954,125.7176,4.374
0.9888,-0.0098,-0.4038,-28.9618,130.313,3.8855
1.0154,-0.0042,-0.3977,-29.6794,134.2595,3.4504
0.9619,-0.01,-0.397,-30.1145,138.9084,3.0382
0.9231,-0.0203,-0.4202,-30.8092,147.0076,2.7176
0.9895,-0.0242,-0.4346,-31.5649,156.3282,2.3588
0.8513,-0.0271,-0.3743,-32.5878,166.6641,1.9237
0.6543,-0.0217,-0.2993,-33.4504,180.3588,0.8931
0.6301,-0.0156,-0.3486,-34.4427,198.2977,0.1908
0.6865,-0.021,-0.5005,-35.7863,217.2214,0.3282
0.5798,-0.011,-0.5166,-37.0305,237.8244,0.1374
0.5908,-0.0232,-0.6152,-38.2519,250.1298,0.0229
0.561,-0.02,-0.6367,-39.1679,250.1298,-0.4198
0.5256,-0.0056,-0.6509,-40.1603,250.1298,-0.313
0.4658,-0.0054,-0.614,-40.5267,250.1298,-0.4504
0.4687,0.0032,-0.6069,-41.0382,250.1298,-0.8779
0.4919,-0.0034,-0.5896,-40.9924,250.1298,-0.9389
0.5032,0.0273,-0.677,-36.1298,250.1298,12.0305
1.9999,0.5417,-1.585,-35.9618,250.1298,46.7405
0.9788,-0.5833,-0.9917,-42.6031,250.1298,-14.3588
1.9999,0.28,-0.9102,-47.8855,250.1298,-4.7481
1.9999,-0.3579,1.9999,4.8855,-7.6641,35.0076
-2.0,-0.3562,1.4636,5.2672,-69.1832,11.3359
0.2043,0.2427,0.4314,-2.3511,-32.5496,9.4809
-0.0161,-0.0061,0.0378,0.1145,-22.4275,4.1374
0.447,0.1421,-0.5315,-1.3893,-10.9237,2.8244
0.155,0.0356,-0.3176,-1.7481,-12.6794,1.4427
0.2053,-0.0383,-0.5288,-1.8244,-13.3893,-1.4733
0.5728,0.011,-0.6604,-2.916,-9.7252,-3.5038
0.4299,-0.0698,-0.4871,-1.0763,-6.229,-14.0076
1.9999,-0.4363,-0.5032,6.3206,30.0,-46.9008
1.9999,0.209,1.9999,3.6489,-110.9008,5.458
1.594,-0.228,1.04,5.4046,-131.9618,-12.9542
0.6655,0.2156,-0.3181,11.9924,-90.2595,-17.7405
1.9999,0.6338,-1.4028,5.1069,-31.5496,22.7328
0.6426,-0.3469,-0.5557,3.1221,-42.4656,-1.8168
1.301,-0.1047,-0.8936,2.6489,-6.084,-7.2137
0.6587,0.1072,-0.3357,1.9771,22.1069,4.9237
0.3625,-0.0115,0.1233,1.8702,18.8092,-1.5573
0.9934,0.0298,-0.2766,0.8626,51.0916,-0.6336
1.1172,0.0864,0.2783,0.084,52.9313,3.2977
1.3608,-0.0471,0.824,5.5802,3.3282,4.313
