ax,ay,az,gx,gy,gz
1.196,0.4243,-0.6262,18.2214,-46.1603,-19.6336
1.2063,0.4233,-0.6541,17.0611,-45.6183,-21.1298
1.2261,0.427,-0.6719,15.8702,-44.7023,-22.7405
1.2261,0.4302,-0.6855,14.5344,-43.0687,-24.4809
1.2373,0.4333,-0.7083,13.1603,-40.7176,-25.5267
1.2534,0.4243,-0.7375,11.8855,-38.5038,-26.9008
1.269,0.4294,-0.7612,10.8092,-35.6489,-28.2214
1.2656,0.426,-0.7847,9.5802,-32.2672,-29.1679
1.2778,0.4333,-0.8064,8.6489,-28.5802,-30.145
1.281,0.4402,-0.8376,7.2748,-24.7023,-30.9847
1.2795,0.4375,-0.8555,6.3817,-20.9618,-31.9924
1.2813,0.4399,-0.8682,5.2748,-16.8931,-32.5573
1.2747,0.4446,-0.8809,3.855,-12.687,-33.5725
1.2817,0.4458,-0.8962,2.5954,-8.8473,-34.3511
1.2742,0.4478,-0.9167,1.0382,-5.1221,-34.8168
1.2646,0.4519,-0.9214,-1.0611,-1.1679,-35.8015
1.252,0.4519,-0.9373,-3.145,2.3206,-36.8397
1.2429,0.4604,-0.9458,-5.687,5.7023,-37.4122
1.2358,0.4646,-0.9551,-8.2672,8.7481,-38.4656
1.2188,0.4778,-0.9666,-11.0076,11.6336,-39.5115
1.2158,0.4756,-0.9697,-14.2748,13.6336,-40.6794
1.2004,0.4802,-0.9775,-17.7405,15.6107,-41.626
1.1843,0.4756,-0.9983,-21.4046,17.0305,-43.0076
1.1672,0.4849,-0.9966,-25.3206,18.2977,-44.4427
1.1448,0.489,-1.0073,-29.6947,19.5267,-45.4962
1.1196,0.4927,-1.0164,-34.4962,19.9695,-46.9389
1.105,0.4968,-1.0195,-39.687,20.5038,-48.3282
1.0896,0.4929,-1.0134,-44.7557,20.4427,-49.6794
1.0708,0.5039,-1.0144,-50.542,20.4122,-50.9466
1.0518,0.5061,-1.012,-56.0992,20.0687,-52.084
1.0457,0.5034,-1.0176,-61.4122,18.9847,-52.7099
1.0249,0.5115,-0.9937,-67.0611,17.9313,-53.7557
1.0039,0.5161,-0.9839,-72.7405,16.8244,-54.6107
0.9875,0.5225,-0.9658,-78.2366,15.6718,-55.4351
0.9683,0.5251,-0.9431,-83.1221,14.2977,-56.2061
0.9617,0.5337,-0.9309,-87.6794,12.3511,-57.0229
0.95,0.5242,-0.9448,-92.4275,9.4351,-57.4504
0.9463,0.5171,-0.9536,-96.3511,6.0382,-57.8092
0.9399,0.5095,-0.9707,-100.5573,2.5496,-58.4962
0.9399,0.4895,-0.9863,-105.1298,-1.2443,-58.8855
0.9492,0.4758,-1.0078,-109.4198,-5.1221,-59.5573
0.949,0.4731,-1.0322,-115.5954,-10.0076,-60.1908
0.9529,0.4675,-1.0564,-120.6031,-14.0687,-61.3511
0.9636,0.4756,-1.0818,-126.0153,-18.2443,-62.0229
0.9678,0.478,-1.104,-132.084,-21.8244,-63.8321
0.9746,0.4951,-1.1077,-138.4427,-25.7099,-65.145
0.9866,0.5076,-1.1072,-145.2214,-30.2672,-67.0229
0.9878,0.5117,-1.1194,-152.5496,-34.5191,-69.0534
0.9937,0.5347,-1.1194,-160.3206,-38.6336,-71.3664
1.0024,0.5393,-1.114,-168.4427,-43.1756,-73.855
1.0107,0.5537,-1.1052,-176.7786,-47.771,-76.1527
1.011,0.5664,-1.1011,-185.5649,-52.8015,-79.3053
1.0176,0.5774,-1.0759,-194.4351,-57.7328,-82.1832
1.0271,0.5793,-1.0654,-204.1603,-63.2061,-85.6412
1.0356,0.5833,-1.0596,-213.3282,-67.5649,-89.2901
1.0332,0.5706,-1.0286,-222.7863,-71.3206,-91.6031
1.0396,0.5608,-1.0225,-232.0,-74.626,-95.6412
1.0457,0.5532,-0.9968,-240.8626,-76.6412,-97.8168
1.0518,0.5386,-0.9873,-249.229,-77.9237,-101.9771
1.0593,0.5239,-0.949,-250.1374,-77.6565,-105.0229
1.0713,0.5129,-0.9292,-250.1374,-76.4427,-107.8321
1.0793,0.4927,-0.9102,-250.1374,-73.4046,-110.4962
1.0681,0.4841,-0.8738,-250.1374,-69.6489,-112.8702
1.0676,0.4563,-0.8416,-250.1374,-65.0763,-115.1908
1.0681,0.4402,-0.8079,-250.1374,-59.7634,-117.5267
1.0605,0.4194,-0.7588,-250.1374,-53.7176,-119.0458
1.0525,0.4048,-0.7341,-250.1374,-47.7786,-120.5725
1.042,0.3843,-0.6777,-250.1374,-40.2061,-121.9389
1.0193,0.3604,-0.6194,-250.1374,-32.9771,-123.0382
0.9902,0.3381,-0.5576,-250.1374,-25.7481,-123.9237
0.9607,0.3235,-0.4873,-250.1374,-18.8473,-124.4657
0.9319,0.2944,-0.4275,-250.1374,-11.7939,-124.855
0.8879,0.2871,-0.3591,-250.1374,-5.313,-124.7252
0.8533,0.2788,-0.293,-250.1374,0.4809,-124.7099
0.8293,0.2683,-0.2524,-250.1374,5.1221,-124.3206
0.791,0.262,-0.1921,-250.1374,9.5496,-123.5802
0.7439,0.2461,-0.1272,-250.1374,12.2977,-122.8168
0.709,0.2322,-0.0791,-250.1374,14.1756,-121.8855
0.6609,0.2312,-0.0122,-250.1374,15.5267,-120.5115
0.6221,0.2187,0.0261,-250.1374,16.0305,-119.3435
0.5947,0.2039,0.0674,-250.1374,16.4886,-118.0
0.5515,0.2002,0.0967,-250.1374,15.7023,-116.4733
0.5171,0.1907,0.1516,-250.1374,14.1985,-114.5649
0.5015,0.1865,0.1812,-250.1374,11.9313,-113.1985
0.469,0.1848,0.2285,-250.1374,8.4656,-111.8779
0.4375,0.1855,0.2849,-250.1374,4.2214,-109.8473
0.4033,0.1873,0.334,-250.1374,-0.7252,-108.5954
0.3892,0.1858,0.3914,-250.1374,-6.5267,-106.9542
0.3579,0.1868,0.4419,-250.1374,-12.8779,-105.1908
0.3528,0.1924,0.4827,-250.1374,-19.4809,-103.7557
0.3352,0.1943,0.5391,-250.1374,-26.9695,-102.0458
0.3276,0.1921,0.5547,-250.1374,-34.9618,-100.1527
0.3181,0.2031,0.5991,-250.1374,-43.458,-98.9313
0.3171,0.2024,0.6418,-250.1374,-52.0,-95.8015
0.3198,0.2,0.6821,-250.1374,-60.7939,-96.3053
0.325,0.2075,0.7158,-250.1374,-72.4122,-93.8244
0.3418,0.2256,0.7441,-250.1374,-81.6031,-92.6336
0.3669,0.2229,0.7588,-250.1374,-90.2748,-90.1145
0.385,0.2085,0.7703,-250.1374,-96.4885,-88.4351
0.4072,0.1895,0.79,-248.2137,-102.2595,-87.2748
