ax,ay,az,gx,gy,gz
1.3254,0.2068,0.446,-0.3206,-12.4046,28.229
1.323,0.1978,0.4751,0.855,-15.4733,27.3053
1.3284,0.1926,0.4924,1.3969,-18.7939,26.6641
1.3318,0.1829,0.5125,2.4198,-22.3588,25.5954
1.3376,0.1741,0.5386,3.5802,-26.5267,25.0458
1.3435,0.1726,0.5605,4.9695,-30.374,25.1145
1.3472,0.1594,0.5801,6.145,-33.7557,24.5802
1.3528,0.1394,0.5886,7.7863,-36.5954,24.5649
1.3718,0.1392,0.6008,9.4198,-39.8397,25.0458
1.3813,0.1362,0.625,11.5344,-42.4046,25.1374
1.397,0.1326,0.647,13.8473,-44.2137,25.916
1.4111,0.1326,0.6462,16.145,-45.8321,26.9389
1.4382,0.135,0.665,18.7405,-47.1527,27.8244
1.4595,0.1252,0.666,22.1756,-47.5649,28.9695
1.4822,0.127,0.6877,25.687,-47.9313,30.1069
1.5142,0.1113,0.7073,29.2672,-47.9084,31.4427
1.5452,0.104,0.7048,33.0153,-47.7405,32.542
1.5852,0.1011,0.7275,37.2977,-47.3359,34.0916
1.6208,0.0955,0.7422,41.2824,-47.0687,35.1603
1.6421,0.094,0.7407,45.4275,-46.8321,36.1908
1.6858,0.0798,0.7402,50.0305,-46.1527,36.9466
1.7351,0.0596,0.7585,54.4046,-45.8244,37.3817
1.781,0.0361,0.7537,58.8092,-45.5802,37.3893
1.8281,0.0154,0.7471,62.5191,-45.8244,37.458
1.8906,-0.0017,0.7437,66.2137,-45.8244,37.2366
1.9431,-0.0239,0.7415,69.9008,-46.8321,36.0076
1.9895,-0.0471,0.739,73.1756,-48.2672,34.6947
1.9999,-0.0718,0.7454,76.3969,-49.7176,33.313
1.9999,-0.0745,0.7544,79.3969,-51.4198,30.8855
1.9999,-0.0925,0.738,81.9542,-53.1221,28.3206
1.9999,-0.1179,0.7288,84.7634,-54.9847,25.3206
1.9999,-0.1377,0.7214,87.3664,-56.8702,21.7252
1.9999,-0.1592,0.71,89.4885,-58.6641,17.5038
1.9999,-0.1819,0.6943,91.9542,-60.5267,12.6183
1.9999,-0.2104,0.6836,94.5725,-62.1145,7.626
1.9999,-0.2412,0.6704,96.6107,-64.1603,1.7786
