ax,ay,az,gx,gy,gz
1.2085,0.147,-0.762,-50.6107,-64.5496,-31.8931
1.2183,0.1565,-0.7917,-52.6565,-65.2901,-33.1679
1.2236,0.1526,-0.8171,-55.0,-65.458,-34.2519
1.2427,0.1594,-0.842,-57.3282,-64.4809,-35.1069
1.2461,0.1543,-0.8625,-59.7176,-63.0382,-36.0534
1.2563,0.1621,-0.874,-62.0229,-61.1603,-36.8397
1.2605,0.1687,-0.8884,-64.3817,-59.2595,-37.4351
1.271,0.1665,-0.9011,-66.7557,-56.8015,-37.8855
1.2771,0.1638,-0.9153,-69.2443,-54.5191,-38.4427
1.2788,0.1453,-0.9351,-71.7023,-52.3511,-38.6794
1.2751,0.1321,-0.9446,-74.626,-50.1679,-39.2824
1.2717,0.127,-0.9482,-77.1221,-47.9695,-39.5725
1.2683,0.126,-0.9541,-79.8397,-45.4046,-40.1298
1.2651,0.1226,-0.9529,-82.2519,-42.6107,-40.7252
1.2603,0.1174,-0.9414,-84.6412,-39.7176,-41.2519
1.2524,0.115,-0.9502,-86.9847,-37.4122,-42.084
1.2412,0.1052,-0.9495,-89.1298,-35.5115,-43.1145
1.2375,0.0991,-0.949,-91.1603,-33.3053,-43.9084
1.2266,0.0974,-0.9517,-93.0611,-31.6794,-44.7176
1.2156,0.0986,-0.9585,-95.0229,-29.9542,-45.4885
1.2007,0.1084,-0.9648,-96.855,-28.1756,-46.5496
1.1895,0.1196,-0.9514,-98.9847,-27.2214,-47.6412
1.1863,0.1213,-0.9468,-101.2137,-26.374,-49.0763
1.1794,0.1194,-0.9436,-103.9008,-25.1985,-49.9542
1.1648,0.1079,-0.9441,-106.5267,-23.4886,-51.0763
1.1489,0.1047,-0.9602,-109.1374,-21.0763,-51.9771
1.1262,0.105,-0.9585,-112.0153,-19.0687,-53.1298
1.1055,0.1167,-0.9583,-114.4198,-17.5573,-54.1603
1.0896,0.1194,-0.9504,-117.0305,-16.3588,-54.626
1.0696,0.1321,-0.9426,-119.9466,-16.1908,-55.7863
1.0466,0.1355,-0.9312,-122.6641,-16.2214,-56.5496
1.0425,0.1462,-0.925,-125.6489,-17.0611,-56.8855
1.019,0.1511,-0.9417,-128.4275,-17.1985,-57.458
1.0039,0.1641,-0.9373,-131.6336,-18.0305,-57.4962
0.9885,0.1782,-0.9482,-134.771,-19.0611,-57.9084
0.9746,0.1926,-0.9561,-138.2672,-20.4886,-57.6565
0.9639,0.2126,-0.9568,-142.374,-22.5038,-57.4504
0.9548,0.2307,-0.9563,-146.3435,-24.6489,-57.3817
0.947,0.2546,-0.979,-150.5954,-27.0458,-57.0992
0.9438,0.2622,-0.9768,-154.9313,-29.4809,-56.7786
0.9402,0.2761,-0.9773,-160.4962,-32.6183,-56.2443
0.9321,0.3027,-0.9861,-166.3664,-35.9542,-55.7863
0.9365,0.3162,-0.9758,-172.1603,-39.3588,-55.4962
0.9338,0.3301,-0.9812,-178.5038,-43.1298,-55.0687
