ax,ay,az,gx,gy,gz
1.0857,0.5342,-0.8108,1.7023,0.4504,10.0076
1.0955,0.5332,-0.8301,-0.6031,-1.4046,8.6794
1.1077,0.5227,-0.8557,-2.9847,-3.4504,7.145
1.1179,0.5176,-0.8662,-6.3282,-5.9847,5.1908
1.1292,0.5269,-0.8972,-9.7328,-8.4656,3.1756
1.134,0.5347,-0.9102,-13.7481,-10.9847,0.771
1.1411,0.5525,-0.9207,-17.7634,-13.2519,-1.7176
1.146,0.5513,-0.9277,-21.6336,-15.626,-4.0229
1.1511,0.5466,-0.9561,-26.1603,-17.8626,-6.9313
1.1536,0.5271,-0.9768,-30.8092,-19.8702,-10.0
1.1553,0.5256,-0.9968,-35.6794,-21.7099,-12.4885
1.1479,0.5164,-1.0005,-40.4122,-23.458,-15.4427
1.1506,0.5134,-1.0103,-45.4809,-25.1069,-18.458
1.1462,0.4971,-1.0127,-50.4275,-26.7863,-21.1374
1.1294,0.4846,-1.0186,-55.4504,-28.2519,-23.6031
1.1238,0.4871,-1.0276,-59.626,-28.7405,-26.3435
1.1028,0.4817,-1.0276,-63.9542,-29.7481,-27.9389
1.0986,0.48,-1.0232,-67.9084,-31.626,-29.687
1.0769,0.4722,-0.999,-71.6718,-33.0305,-31.9008
1.0723,0.4722,-0.9951,-75.3664,-35.1679,-33.0687
1.0547,0.4548,-0.9763,-79.5573,-36.8168,-34.7481
1.0371,0.4368,-0.9639,-83.0916,-38.5725,-36.0687
1.0227,0.4194,-0.9548,-86.4504,-40.8244,-37.5725
1.0122,0.4136,-0.9431,-89.7252,-43.5878,-38.7405
0.9993,0.4084,-0.9297,-92.8168,-46.1527,-39.5191
0.981,0.4028,-0.8953,-95.626,-48.3817,-40.3969
0.9587,0.4036,-0.8933,-98.1374,-50.8397,-41.3435
0.9456,0.3845,-0.8816,-100.458,-53.3817,-42.1832
0.9417,0.3789,-0.8762,-102.6183,-55.5267,-42.9237
0.9248,0.3757,-0.8726,-104.4351,-58.2214,-43.6794
0.9155,0.3628,-0.8577,-105.8397,-61.0,-43.9466
0.9004,0.3677,-0.8479,-107.1069,-63.7099,-44.4122
