ax,ay,az,gx,gy,gz
-0.395,-0.1846,0.1895,3.3435,-0.5954,161.1832
-0.3857,-0.1941,0.1907,5.7328,-7.8702,169.9389
-0.3806,-0.2205,0.1904,8.2748,-14.1832,178.2137
-0.375,-0.2478,0.1814,10.6412,-20.8626,186.916
-0.3625,-0.2598,0.1829,13.3969,-27.1832,195.2824
-0.3386,-0.3005,0.1646,16.4809,-33.2672,203.7405
-0.3071,-0.3379,0.1514,19.2977,-39.8855,211.7786
-0.2573,-0.3782,0.1301,21.7786,-45.7023,219.4657
-0.1958,-0.4109,0.0972,24.5496,-51.7634,226.9847
-0.134,-0.4321,0.0767,27.084,-57.4733,233.626
-0.0574,-0.436,0.0464,29.8626,-62.1679,240.0763
0.0286,-0.4556,0.0225,32.5878,-66.3664,245.7786
0.0669,-0.4612,0.0237,35.0763,-69.4122,250.1298
0.1592,-0.4585,-0.0225,37.3664,-71.7176,250.1298
0.2625,-0.4773,-0.0457,39.2595,-72.7328,250.1298
0.3677,-0.4785,-0.0774,41.5649,-72.9313,250.1298
0.4783,-0.4832,-0.1306,43.4656,-72.3893,250.1298
0.5942,-0.4807,-0.1511,45.3053,-70.3359,250.1298
0.7,-0.4871,-0.1982,47.2748,-67.4046,250.1298
0.8206,-0.4907,-0.2332,48.8702,-64.2214,250.1298
0.946,-0.501,-0.2817,50.5649,-59.6641,250.1298
1.0518,-0.5044,-0.3079,51.9237,-54.0,250.1298
1.1643,-0.4871,-0.3479,52.9084,-47.916,250.1298
1.2708,-0.4819,-0.3831,53.8473,-41.3969,250.1298
1.366,-0.4905,-0.4121,54.7405,-33.5802,250.1298
1.4102,-0.4927,-0.4331,55.2595,-26.5114,250.1298
1.4846,-0.4941,-0.4644,55.8702,-17.9771,250.1298
1.5493,-0.521,-0.4822,56.1527,-10.1756,245.5343
1.6057,-0.5295,-0.5127,56.2901,-2.6489,238.9466
1.6545,-0.5386,-0.5288,56.1221,4.7481,231.7328
1.6865,-0.5464,-0.5354,55.5878,10.7863,224.458
1.7065,-0.5498,-0.5334,55.0687,16.2443,216.8702
1.7302,-0.5391,-0.55,54.3817,20.7176,209.3588
1.7385,-0.5369,-0.5605,53.4504,24.3206,202.9084
1.7554,-0.5298,-0.5674,51.8092,27.3969,196.0305
1.7559,-0.5283,-0.5713,50.3206,29.8473,189.8779
1.759,-0.5171,-0.5703,48.1603,31.2595,184.3664
1.7583,-0.5144,-0.5867,46.1298,33.5267,179.145
1.7502,-0.519,-0.5947,43.7328,35.7939,174.1756
1.7288,-0.5249,-0.5996,41.1069,38.2595,169.7023
1.7168,-0.5374,-0.6123,38.3664,40.4427,165.6336
1.6904,-0.5525,-0.6145,35.6794,42.9924,161.5802
1.6785,-0.5605,-0.6211,32.8397,44.9924,157.9924
1.6548,-0.5671,-0.6169,29.8931,46.4962,155.1069
1.6306,-0.5801,-0.6172,26.7939,47.4504,152.7786
1.6047,-0.5862,-0.6006,23.8244,47.6794,150.7023
1.5881,-0.5911,-0.5588,20.7481,47.1374,149.4733
1.5706,-0.5862,-0.5581,17.2977,45.9466,148.229
1.5601,-0.5815,-0.5217,13.8397,44.4122,147.145
1.5515,-0.5881,-0.5144,10.5802,42.7252,146.4504
1.5491,-0.5928,-0.4915,7.3282,40.9237,145.8473
