ax,ay,az,gx,gy,gz
0.0928,-0.2778,0.3577,17.8321,-57.9542,145.7557
0.1108,-0.2922,0.3564,22.1756,-62.145,150.0153
0.1353,-0.3105,0.3418,26.5344,-65.7786,154.145
0.1589,-0.3186,0.3276,31.5573,-68.6947,158.2443
0.1831,-0.334,0.3096,37.6565,-70.7405,162.2748
0.1921,-0.3423,0.2915,43.1908,-72.0534,166.2137
0.2144,-0.353,0.2644,49.4656,-72.4809,170.8779
0.2439,-0.3655,0.2278,55.5038,-72.4427,175.3282
0.2668,-0.3772,0.1968,61.1603,-71.9618,179.7786
0.2839,-0.3718,0.1497,66.5954,-71.1069,184.855
0.3096,-0.3682,0.1177,71.7099,-69.4885,189.7328
0.3445,-0.3677,0.0552,76.1756,-67.0305,195.2977
0.3792,-0.3792,0.01,80.0687,-63.855,200.4275
0.4041,-0.3848,-0.054,83.3969,-59.8244,206.1145
0.418,-0.3904,-0.0876,86.2672,-54.5802,211.5725
0.4531,-0.3838,-0.1433,88.6947,-48.5267,217.4504
0.479,-0.3887,-0.2,90.4198,-41.3664,223.1374
0.5181,-0.3794,-0.2371,92.0916,-33.687,229.0305
0.5559,-0.3762,-0.2898,93.4275,-25.1679,235.3969
0.605,-0.3682,-0.3235,93.9771,-17.374,241.6488
0.6519,-0.3779,-0.356,94.458,-9.9008,248.1221
0.7007,-0.3896,-0.4023,94.6336,-1.0611,250.1298
0.7463,-0.3921,-0.4434,94.6336,6.3435,250.1298
0.7952,-0.3953,-0.4861,94.5496,13.8321,250.1298
0.8486,-0.4087,-0.53,94.1832,20.7557,250.1298
0.9084,-0.4158,-0.5574,93.4657,27.2061,250.1298
0.9336,-0.4238,-0.5718,92.5649,33.4733,250.1298
0.9792,-0.4299,-0.6125,91.1145,39.3969,250.1298
1.031,-0.4329,-0.6482,89.458,45.2137,250.1298
1.082,-0.4304,-0.6697,87.6031,50.3588,250.1298
1.126,-0.4287,-0.7053,85.6336,54.5115,250.1298
1.1658,-0.4314,-0.7314,83.0076,57.9389,250.1298
1.2107,-0.4314,-0.7412,80.1679,60.2366,250.1298
1.2522,-0.4302,-0.75,77.2672,61.7023,250.1298
1.2861,-0.4236,-0.77,74.2595,62.313,250.1298
1.3049,-0.418,-0.7737,70.6107,61.9847,250.1298
1.3362,-0.4121,-0.7883,66.9237,60.7939,250.1298
1.3672,-0.3936,-0.7939,62.916,59.1679,250.1298
1.3984,-0.3828,-0.812,58.5115,57.7481,250.1298
1.4224,-0.3613,-0.8127,54.4733,56.1527,250.1298
1.4531,-0.3521,-0.8245,49.8321,54.5267,247.7481
1.4717,-0.3433,-0.8386,44.8321,52.8855,242.5573
1.488,-0.3291,-0.8557,39.9084,51.5115,236.9084
1.4968,-0.3301,-0.8535,34.6565,49.8473,231.542
1.5195,-0.322,-0.8567,29.1756,48.855,226.5496
1.5417,-0.3218,-0.8479,23.458,47.9695,221.0534
1.5549,-0.3176,-0.8425,17.6031,47.2977,215.6794
1.5703,-0.3049,-0.8164,11.7481,46.7557,210.458
1.583,-0.2961,-0.8076,6.229,47.2824,205.6947
1.5908,-0.2942,-0.7808,0.9618,48.0916,200.6031
1.5923,-0.2888,-0.7517,-3.5344,49.542,195.8779
1.6042,-0.3042,-0.741,-7.9771,51.084,191.145
1.6089,-0.3105,-0.7034,-11.7099,53.3893,187.1298
1.6069,-0.3286,-0.6631,-14.9695,56.1756,182.7786
1.6062,-0.3503,-0.6277,-17.6412,59.5802,178.7863
1.6057,-0.3721,-0.5879,-19.7481,63.3206,174.7328
1.5935,-0.3965,-0.543,-21.1527,67.0305,170.9618
1.5823,-0.4299,-0.5203,-22.3588,71.458,166.9466
1.571,-0.4678,-0.4683,-23.1069,74.9313,163.6031
1.5508,-0.4968,-0.4167,-23.5954,77.5573,160.542
1.5459,-0.5132,-0.3994,-23.5725,79.8779,158.0458
1.5383,-0.5364,-0.3645,-23.4962,81.5725,155.9924
1.5264,-0.5581,-0.312,-23.0229,83.2443,154.3817
1.5222,-0.5737,-0.2822,-22.3664,84.6183,152.9924
1.5046,-0.5986,-0.259,-21.4275,86.3206,152.0992
1.5,-0.6301,-0.2346,-20.2748,87.7939,151.2519
1.5002,-0.6504,-0.2131,-18.6565,89.2824,150.5878
1.5042,-0.665,-0.2017,-17.0305,90.2748,150.0687
1.5049,-0.676,-0.1836,-15.1221,91.0229,149.7023
1.5161,-0.6887,-0.1726,-12.6183,91.6947,149.6794
1.5481,-0.6895,-0.1631,-10.2901,92.2824,150.2977
1.5674,-0.6873,-0.1487,-7.5344,92.687,150.6336
1.6021,-0.6868,-0.1663,-5.1832,92.9695,151.0229
1.6394,-0.6958,-0.1685,-3.0992,93.5496,150.9084
1.6794,-0.7053,-0.166,-1.5115,93.7099,150.4351
1.7239,-0.7144,-0.1699,0.0534,94.145,148.5267
1.7634,-0.709,-0.179,1.0687,94.3053,146.4504
1.8086,-0.7012,-0.1733,1.5038,94.3282,143.374
1.8555,-0.6958,-0.1753,1.3435,93.9313,139.3053
1.8938,-0.6768,-0.1648,0.9084,93.1908,134.5267
1.8894,-0.6733,-0.1367,0.6794,91.5725,129.084
1.9395,-0.6541,-0.1609,-0.2443,91.3664,123.4122
1.9775,-0.6367,-0.1758,-1.5038,92.9924,117.5267
1.981,-0.6262,-0.1497,-3.0305,93.3969,111.3435
1.9946,-0.624,-0.1382,-4.4504,93.4275,104.2214
1.9999,-0.6223,-0.1206,-6.2748,94.1221,97.5878
1.9949,-0.6199,-0.1096,-7.7328,94.2366,90.9466
1.9919,-0.6182,-0.0886,-9.3664,93.8244,83.8168
1.9912,-0.6245,-0.0789,-10.7252,93.2519,77.6107
1.9795,-0.6238,-0.0466,-12.3282,91.9695,70.7252
1.9556,-0.6267,-0.0151,-13.6031,90.4275,64.8321
1.9463,-0.6294,0.0076,-15.1679,88.0611,59.7023
1.9424,-0.626,0.019,-16.3817,86.1298,55.9084
1.939,-0.624,0.0327,-17.8473,85.084,52.1527
1.9233,-0.6541,0.0332,-19.4275,85.8855,48.8855
1.897,-0.6741,0.0488,-20.9695,87.0458,45.9466
1.8804,-0.6819,0.054,-21.9389,87.3053,43.0763
1.8528,-0.688,0.0955,-22.8779,86.6641,39.5725
1.8145,-0.7031,0.1238,-23.5191,84.7557,36.0611
1.7808,-0.7109,0.1741,-24.1527,81.6641,33.3053
1.7502,-0.7163,0.2048,-24.6489,78.6183,30.542
1.7339,-0.7202,0.2314,-25.1679,75.2061,27.8626
1.7148,-0.7297,0.2515,-25.6947,71.9237,25.7481
1.6929,-0.7295,0.2939,-26.4962,68.6794,23.5344
1.6843,-0.7339,0.3184,-26.8626,65.1908,21.7939
1.6775,-0.7351,0.3186,-27.1985,62.1985,20.3053
1.6687,-0.7463,0.3584,-27.3206,59.3817,18.855
1.6531,-0.7422,0.3774,-27.4809,56.6794,17.458
1.6506,-0.7434,0.4077,-27.2519,54.458,15.9618
1.6379,-0.7329,0.4368,-26.9313,52.1069,14.7023
1.6309,-0.7334,0.4727,-26.1069,49.5878,12.7634
1.6218,-0.741,0.4934,-25.0153,47.1374,11.4198
1.6099,-0.7607,0.5159,-23.7328,44.5573,9.9466
1.6069,-0.7751,0.5264,-22.3435,41.8092,7.8015
1.5999,-0.7834,0.5461,-20.7328,38.5878,6.0305
1.5818,-0.7954,0.5615,-18.7481,35.3969,4.3511
1.5779,-0.8093,0.5813,-16.2748,31.0305,2.5878
1.572,-0.8125,0.6143,-13.7786,26.8321,0.9542
1.5706,-0.8193,0.6306,-11.1221,21.8702,-0.626
1.5608,-0.8218,0.6404,-8.0611,17.2061,-2.0382
1.5601,-0.8169,0.6653,-4.7786,12.0534,-3.542
1.5618,-0.8091,0.6648,-1.1985,6.7863,-4.9695
1.5654,-0.8154,0.6665,2.0,2.0992,-6.2901
1.5669,-0.8066,0.6611,6.1374,-3.5496,-7.8473
1.5769,-0.8086,0.6494,9.9008,-8.4275,-9.145
1.5933,-0.8113,0.6389,13.9313,-12.7557,-10.4198
1.6199,-0.8137,0.6108,17.5344,-16.6412,-12.2519
1.6475,-0.8081,0.5874,21.1908,-19.5038,-13.4962
1.6721,-0.803,0.5535,24.4504,-21.6565,-14.916
1.6929,-0.7966,0.5195,28.229,-23.5344,-16.8855
